id,question,is_impossible,title,category,category_Affiliate License-Licensee,category_Affiliate License-Licensor,category_Agreement Date,category_Anti-Assignment,category_Audit Rights,category_Cap On Liability,category_Change Of Control,category_Competitive Restriction Exception,category_Covenant Not To Sue,category_Document Name,category_Effective Date,category_Exclusivity,category_Expiration Date,category_Governing Law,category_Insurance,category_Ip Ownership Assignment,category_Irrevocable Or Perpetual License,category_Joint Ip Ownership,category_License Grant,category_Liquidated Damages,category_Minimum Commitment,category_Most Favored Nation,category_No-Solicit Of Customers,category_No-Solicit Of Employees,category_Non-Compete,category_Non-Disparagement,category_Non-Transferable License,category_Notice Period To Terminate Renewal,category_Parties,category_Post-Termination Services,category_Price Restrictions,category_Renewal Term,category_Revenue/Profit Sharing,category_Rofr/Rofo/Rofn,category_Source Code Escrow,category_Termination For Convenience,category_Third Party Beneficiary,category_Uncapped Liability,category_Unlimited/All-You-Can-Eat-License,category_Volume Restriction,category_Warranty Duration,answer_text,answer_start,is_impossible_bin,has_answer,answer_len
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Notice Period To Terminate Renewal_0,"Highlight the parts (if any) of this contract related to ""Notice Period To Terminate Renewal"" that should be reviewed by a lawyer. Details: What is the notice period required to terminate renewal?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Notice Period To Terminate Renewal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Governing Law_0,"Highlight the parts (if any) of this contract related to ""Governing Law"" that should be reviewed by a lawyer. Details: Which state/country's law governs the interpretation of the contract?",False,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Governing Law,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This  Agreement  shall  be  construed  in accordance with the laws of the State of Kansas.,140946.0,0,True,90.0
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Most Favored Nation_0,"Highlight the parts (if any) of this contract related to ""Most Favored Nation"" that should be reviewed by a lawyer. Details: Is there a clause that if a third party gets better terms on the licensing or sale of technology/goods/services described in the contract, the buyer of such technology/goods/services under the contract shall be entitled to those better terms?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Most Favored Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Non-Compete_0,"Highlight the parts (if any) of this contract related to ""Non-Compete"" that should be reviewed by a lawyer. Details: Is there a restriction on the ability of a party to compete with the counterparty or operate in a certain geography or business or technology sector? ",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Non-Compete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Exclusivity_0,"Highlight the parts (if any) of this contract related to ""Exclusivity"" that should be reviewed by a lawyer. Details: Is there an exclusive dealing  commitment with the counterparty? This includes a commitment to procure all “requirements” from one party of certain technology, goods, or services or a prohibition on licensing or selling technology, goods or services to third parties, or a prohibition on  collaborating or working with other parties), whether during the contract or  after the contract ends (or both).",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Exclusivity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__No-Solicit Of Customers_0,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Customers"" that should be reviewed by a lawyer. Details: Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,No-Solicit Of Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Competitive Restriction Exception_0,"Highlight the parts (if any) of this contract related to ""Competitive Restriction Exception"" that should be reviewed by a lawyer. Details: This category includes the exceptions or carveouts to Non-Compete, Exclusivity and No-Solicit of Customers above.",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Competitive Restriction Exception,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__No-Solicit Of Employees_0,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Employees"" that should be reviewed by a lawyer. Details: Is there a restriction on a party’s soliciting or hiring employees and/or contractors from the  counterparty, whether during the contract or after the contract ends (or both)?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,No-Solicit Of Employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Non-Disparagement_0,"Highlight the parts (if any) of this contract related to ""Non-Disparagement"" that should be reviewed by a lawyer. Details: Is there a requirement on a party not to disparage the counterparty?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Non-Disparagement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Termination For Convenience_0,"Highlight the parts (if any) of this contract related to ""Termination For Convenience"" that should be reviewed by a lawyer. Details: Can a party terminate this  contract without cause (solely by giving a notice and allowing a waiting  period to expire)?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Termination For Convenience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Rofr/Rofo/Rofn_0,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Rofr/Rofo/Rofn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Change Of Control_0,"Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Change Of Control,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Anti-Assignment_0,"Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Anti-Assignment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Revenue/Profit Sharing_0,"Highlight the parts (if any) of this contract related to ""Revenue/Profit Sharing"" that should be reviewed by a lawyer. Details: Is one party required to share revenue or profit with the counterparty for any technology, goods, or services?",False,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Revenue/Profit Sharing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,the Agent will be paid a fee                not to exceed 5.5% of the aggregate  Purchase Price of the Shares                sold by them.,10380.0,0,True,138.0
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Price Restrictions_0,"Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Price Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Minimum Commitment_0,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?",False,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Minimum Commitment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In the event the Company is unable to sell a minimum of 708,050  Shares within the period  herein  provided,  this  Agreement  shall  terminate  and the Company shall refund to any persons who have  subscribed  for any of the Shares, the full amount which it may have  received  from them plus accrued  interest as set forth in the  Prospectus;  and none of the parties to this  Agreement  shall have any obligation to the other parties hereunder,  except as set forth in this Section 2 and in Sections 6, 8 and 9 hereof.",7360.0,0,True,521.0
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Volume Restriction_0,"Highlight the parts (if any) of this contract related to ""Volume Restriction"" that should be reviewed by a lawyer. Details: Is there a fee increase or consent requirement, etc. if one party’s use of the product/services exceeds certain threshold?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Volume Restriction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Ip Ownership Assignment_0,"Highlight the parts (if any) of this contract related to ""Ip Ownership Assignment"" that should be reviewed by a lawyer. Details: Does intellectual property created  by one party become the property of the counterparty, either per the terms of the contract or upon the occurrence of certain events?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Ip Ownership Assignment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Joint Ip Ownership_0,"Highlight the parts (if any) of this contract related to ""Joint Ip Ownership"" that should be reviewed by a lawyer. Details: Is there any clause providing for joint or shared ownership of intellectual property between the parties to the contract?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Joint Ip Ownership,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__License Grant_0,"Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,License Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Non-Transferable License_0,"Highlight the parts (if any) of this contract related to ""Non-Transferable License"" that should be reviewed by a lawyer. Details: Does the contract limit the ability of a party to transfer the license being granted to a third party?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Non-Transferable License,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Affiliate License-Licensor_0,"Highlight the parts (if any) of this contract related to ""Affiliate License-Licensor"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant by affiliates of the licensor or that includes intellectual property of affiliates of the licensor? ",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Affiliate License-Licensor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Affiliate License-Licensee_0,"Highlight the parts (if any) of this contract related to ""Affiliate License-Licensee"" that should be reviewed by a lawyer. Details: Does the contract contain a license grant to a licensee (incl. sublicensor) and the affiliates of such licensee/sublicensor?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Affiliate License-Licensee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Unlimited/All-You-Can-Eat-License_0,"Highlight the parts (if any) of this contract related to ""Unlimited/All-You-Can-Eat-License"" that should be reviewed by a lawyer. Details: Is there a clause granting one party an “enterprise,” “all you can eat” or unlimited usage license?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Unlimited/All-You-Can-Eat-License,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Irrevocable Or Perpetual License_0,"Highlight the parts (if any) of this contract related to ""Irrevocable Or Perpetual License"" that should be reviewed by a lawyer. Details: Does the contract contain a  license grant that is irrevocable or perpetual?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Irrevocable Or Perpetual License,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Source Code Escrow_0,"Highlight the parts (if any) of this contract related to ""Source Code Escrow"" that should be reviewed by a lawyer. Details: Is one party required to deposit its source code into escrow with a third party, which can be released to the counterparty upon the occurrence of certain events (bankruptcy,  insolvency, etc.)?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Source Code Escrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Post-Termination Services_0,"Highlight the parts (if any) of this contract related to ""Post-Termination Services"" that should be reviewed by a lawyer. Details: Is a party subject to obligations after the termination or expiration of a contract, including any post-termination transition, payment, transfer of IP, wind-down, last-buy, or similar commitments?",False,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Post-Termination Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The respective  indemnities of the Company,  the MHC, the Bank and the Agent and the representations and warranties and other statements of the Company, the MHC, the Bank and the Agent set forth in or made  pursuant  to this  Agreement  shall remain in full force and effect,  regardless of any  termination or cancellation of this Agreement or any  investigation  made by or on behalf of the Agent,  the Company,  the MHC, the Bank or any  controlling  person referred to in Section 8 hereof,  and shall  survive the  issuance of the Shares,  and any  successor  or assign of the Agent,  the Company,  the MHC, the Bank, and any such  controlling person  shall  be  entitled  to  the  benefit  of  the  respective   agreements, indemnities, warranties and representations.",134534.0,0,True,773.0
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Audit Rights_0,"Highlight the parts (if any) of this contract related to ""Audit Rights"" that should be reviewed by a lawyer. Details: Does a party have the right to  audit the books, records, or physical locations of the counterparty to ensure compliance with the contract?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Audit Rights,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Uncapped Liability_0,"Highlight the parts (if any) of this contract related to ""Uncapped Liability"" that should be reviewed by a lawyer. Details: Is a party’s liability uncapped upon the breach of its obligation in the contract? This also includes uncap liability for a particular type of breach such as IP infringement or breach of confidentiality obligation.",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Uncapped Liability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Cap On Liability_0,"Highlight the parts (if any) of this contract related to ""Cap On Liability"" that should be reviewed by a lawyer. Details: Does the contract include a cap on liability upon the breach of a party’s obligation? This includes time limitation for the counterparty to bring claims or maximum amount for recovery.",False,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Cap On Liability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It is expressly  agreed that the Agent shall not be liable for any loss, liability,  claim, damage or expense or be required  to  contribute  any amount  which in the  aggregate  exceeds the amount paid (excluding reimbursable expenses) to the Agent under this Agreement.",132638.0,0,True,271.0
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Liquidated Damages_0,"Highlight the parts (if any) of this contract related to ""Liquidated Damages"" that should be reviewed by a lawyer. Details: Does the contract contain a clause that would award either party liquidated damages for breach or a fee upon the termination of a contract (termination fee)?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Liquidated Damages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Warranty Duration_0,"Highlight the parts (if any) of this contract related to ""Warranty Duration"" that should be reviewed by a lawyer. Details: What is the duration of any  warranty against defects or errors in technology, products, or services  provided under the contract?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Warranty Duration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Insurance_0,"Highlight the parts (if any) of this contract related to ""Insurance"" that should be reviewed by a lawyer. Details: Is there a requirement for insurance that must be maintained by one party for the benefit of the counterparty?",False,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Insurance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The deposit accounts of the Bank are insured by                the FDIC up to the applicable  limits; and no proceedings for the                termination  or revocation  of such  insurance are pending or, to                the best knowledge of the Company or the Bank, threatened.",26287.0,0,True,283.0
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Covenant Not To Sue_0,"Highlight the parts (if any) of this contract related to ""Covenant Not To Sue"" that should be reviewed by a lawyer. Details: Is a party restricted from contesting the validity of the counterparty’s ownership of intellectual property or otherwise bringing a claim against the counterparty for matters unrelated to the contract?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Covenant Not To Sue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,False,
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT__Third Party Beneficiary_0,"Highlight the parts (if any) of this contract related to ""Third Party Beneficiary"" that should be reviewed by a lawyer. Details: Is there a non-contracting party who is a beneficiary to some or all of the clauses in the contract and therefore can enforce its rights against a contracting party?",True,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,Third Party Beneficiary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,False,
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Document Name_0,"Highlight the parts (if any) of this contract related to ""Document Name"" that should be reviewed by a lawyer. Details: The name of the contract",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Document Name,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANIFEST SYSTEM SERVICES AND CO-BRANDING AGREEMENT,30.0,0,True,50.0
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Parties_0,"Highlight the parts (if any) of this contract related to ""Parties"" that should be reviewed by a lawyer. Details: The two or more parties who signed the contract",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Parties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"MAILBOXES ETC. USA, INC.",75384.0,0,True,24.0
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Parties_1,"Highlight the parts (if any) of this contract related to ""Parties"" that should be reviewed by a lawyer. Details: The two or more parties who signed the contract",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Parties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mail                                                         ------- Boxes Etc. USA, Inc.",508.0,0,True,89.0
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Parties_2,"Highlight the parts (if any) of this contract related to ""Parties"" that should be reviewed by a lawyer. Details: The two or more parties who signed the contract",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Parties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MBE,626.0,0,True,3.0
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Parties_3,"Highlight the parts (if any) of this contract related to ""Parties"" that should be reviewed by a lawyer. Details: The two or more parties who signed the contract",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Parties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Company,493.0,0,True,7.0
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Parties_4,"Highlight the parts (if any) of this contract related to ""Parties"" that should be reviewed by a lawyer. Details: The two or more parties who signed the contract",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Parties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"iShip.com, Inc.",445.0,0,True,15.0
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Agreement Date_0,"Highlight the parts (if any) of this contract related to ""Agreement Date"" that should be reviewed by a lawyer. Details: The date of the contract",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Agreement Date,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"April 27, 1999",327.0,0,True,14.0
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Effective Date_0,"Highlight the parts (if any) of this contract related to ""Effective Date"" that should be reviewed by a lawyer. Details: The date when the contract is effective ",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Effective Date,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"April 27, 1999",327.0,0,True,14.0
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement__Expiration Date_0,"Highlight the parts (if any) of this contract related to ""Expiration Date"" that should be reviewed by a lawyer. Details: On what date will the contract's initial term expire?",False,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Expiration Date,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The initial term of this Agreement shall          ----------------------- commence on the Effective Date and end on the fifth anniversary of the Effective Date.,57834.0,0,True,160.0
